,home_team,home_score,pitcher_home,hitter_home,away_team,away_score,pitcher_away,hitter_away
194,NEXEN,1,최원태,"이택근, 서건창, 윤석민, 허정협, 김민성, 송성문, 김하성, 이정후, 김재현",KIA,2,양현종,"이명기, 김선빈, 김주찬, 나지완, 이범호, 서동욱, 최형우, 김민식, 김호령"
195,KT,8,피어밴드,"이대형, 오정복, 박경수, 유한준, 장성우, 정현, 윤요섭, 오태곤, 김사연",LOTTE,2,애디튼,"손아섭, 김동한, 최준석, 김문호, 번즈, 이대호, 강민호, 문규현, 이우민"
196,LG,13,임찬규,"양석환, 박용택, 히메네스, 오지환, 유강남, 이형종, 김용의, 문선재, 손주인",NC,0,구창모,"모창민, 나성범, 이종욱, 스크럭스, 박석민, 권희동, 도태훈, 박광열, 김성욱"
197,SAMSUNG,4,최충연,"박해민, 김헌곤, 구자욱, 이승엽, 조동찬, 러프, 이원석, 권정웅, 김상수",DOOSAN,10,홍상삼,"에반스, 민병헌, 김재환, 양의지, 박건우, 김재호, 정진호, 오재원, 조수행"
198,SK,6,박종훈,"조용호, 나주환, 정의윤, 박정권, 이재원, 한동민, 이홍구, 박승욱, 김성현",HANHWA,2,안영명,"장민석, 김경언, 정근우, 송광민, 김회성, 로사리오, 하주석, 양성우, 최재훈"
199,NEXEN,9,신재영,"채태인, 김재현, 이정후, 서건창, 김태완, 윤석민, 허정협, 김민성, 김규민",KIA,1,김진우,"버나디나, 김주찬, 최형우, 김선빈, 이명기, 안치홍, 신종길, 서동욱, 김민식"
200,KT,2,류희운,"오정복, 이대형, 박경수, 유한준, 장성우, 윤요섭, 정현, 이진영, 박기혁",LOTTE,3,박세웅,"손아섭, 이대호, 최준석, 강민호, 번즈, 나경민, 김동한, 김문호, 문규현"
201,LG,4,차우찬,"박용택, 오지환, 양석환, 이형종, 히메네스, 최재원, 유강남, 김용의, 문선재",NC,3,이민호,"모창민, 나성범, 스크럭스, 권희동, 박석민, 지석훈, 이종욱, 김태군, 손시헌"
202,SAMSUNG,2,김대우,"김상수, 구자욱, 러프, 조동찬, 박해민, 이지영, 강한울, 김헌곤, 문선엽",DOOSAN,17,니퍼트,"민병헌, 김재환, 국해성, 에반스, 양의지, 오재원, 김재호, 박건우, 최주환"
203,LOTTE,3,레일리,"번즈, 문규현, 손아섭, 이대호, 김문호, 김사훈, 최준석, 김동한, 정훈",KIA,5,팻딘,"김주찬, 이범호, 안치홍, 김선빈, 최형우, 나지완, 김주형, 한승택, 김민식"
204,HANHWA,13,오간도,"하주석, 로사리오, 차일목, 정근우, 송광민, 김경언, 김원석, 양성우, 김회성",KT,1,정성곤,"오정복, 모넬, 유한준, 이진영, 박기혁, 심우준, 이대형, 박경수, 정현"
205,DOOSAN,1,장원준,"김재호, 에반스, 김재환, 양의지, 최주환, 박건우, 오재원, 허경민, 조수행",LG,3,소사,"이형종, 정성훈, 히메네스, 오지환, 양석환, 정상호, 손주인, 김용의, 문선재"
206,NEXEN,5,조상우,"허정협, 김규민, 서건창, 채태인, 김민성, 송성문, 윤석민, 박동원, 이정후",SK,3,김주한,"조용호, 노수광, 한동민, 정의윤, 박정권, 이홍구, 나주환, 박승욱, 김성현"
207,NC,7,해커,"김성욱, 나성범, 권희동, 지석훈, 손시헌, 김태군, 모창민, 스크럭스, 박석민",SAMSUNG,2,페트릭,"김상수, 구자욱, 러프, 조동찬, 이지영, 박해민, 김헌곤, 강한울, 이원석"
208,LOTTE,0,김원중,"손아섭, 김문호, 강민호, 최준석, 나경민, 이대호, 번즈, 김동한, 김대륙",KIA,3,임기영,"버나디나, 나지완, 이범호, 서동욱, 이명기, 안치홍, 최형우, 김민식, 김선빈"
209,HANHWA,5,이태양,"정근우, 장민석, 송광민, 로사리오, 김경언, 김원석, 하주석, 최재훈, 양성우",KT,3,로치,"이대형, 모넬, 오정복, 박기혁, 이진영, 박경수, 유한준, 심우준, 이해창"
210,DOOSAN,5,함덕주,"민병헌, 최주환, 김재환, 양의지, 박건우, 국해성, 오재원, 김재호, 에반스",LG,7,김대현,"문선재, 김용의, 정성훈, 히메네스, 양석환, 강승호, 손주인, 이형종, 임훈"
211,NEXEN,5,양훈,"송성문, 서건창, 윤석민, 허정협, 이정후, 채태인, 김웅빈, 김규민, 김태완",SK,13,켈리,"조용호, 노수광, 김동엽, 박정권, 이재원, 최정, 한동민, 박승욱, 나주환"
212,NC,1,구창모,"이종욱, 나성범, 모창민, 김성욱, 박석민, 이상호, 박광열, 권희동, 스크럭스",SAMSUNG,12,최지광,"강한울, 박해민, 조동찬, 김헌곤, 이원석, 이지영, 김상수, 정병곤, 구자욱"
213,LOTTE,3,박진형,"손아섭, 나경민, 이대호, 강민호, 최준석, 김동한, 김문호, 문규현, 번즈",KIA,5,헥터,"버나디나, 이명기, 안치홍, 최형우, 김민식, 김선빈, 이범호, 신종길, 서동욱"
214,HANHWA,0,송은범,"정근우, 장민석, 송광민, 로사리오, 김경언, 하주석, 양성우, 최재훈, 김원석",KT,10,고영표,"이대형, 하준호, 박경수, 유한준, 박기혁, 심우준, 이진영, 모넬, 오태곤"
215,DOOSAN,4,유희관,"에반스, 민병헌, 오재원, 김재환, 최주환, 박세혁, 김재호, 박건우, 허경민",LG,10,류제국,"박용택, 양석환, 정상호, 김용의, 정성훈, 손주인, 히메네스, 임훈, 안익훈"
216,NEXEN,6,한현희,"송성문, 서건창, 김민성, 이정후, 이택근, 윤석민, 허정협, 김하성, 김재현",SK,6,김태훈,"조용호, 노수광, 박정권, 나주환, 김동엽, 박승욱, 김성현, 이홍구, 정의윤"
217,NC,13,최금강,"이상호, 나성범, 손시헌, 이종욱, 모창민, 박석민, 김태군, 스크럭스, 권희동",SAMSUNG,3,우규민,"박해민, 강한울, 구자욱, 러프, 김헌곤, 정병곤, 조동찬, 이원석, 이지영"
218,KIA,9,양현종,"김주찬, 버나디나, 이명기, 나지완, 최형우, 김민식, 김지성, 이범호, 안치홍",KT,4,정대현,"오정복, 유한준, 심우준, 박기혁, 박경수, 이해창, 정현, 윤요섭, 이진영"
219,KIA,0,김진우,"버나디나, 이명기, 나지완, 이범호, 김주찬, 최형우, 안치홍, 김지성, 한승택",KT,3,피어밴드,"이대형, 이진영, 유한준, 오정복, 박기혁, 장성우, 심우준, 박경수, 오태곤"
220,SAMSUNG,1,윤성환,"박해민, 김헌곤, 구자욱, 러프, 조동찬, 이승엽, 김상수, 이원석, 이지영",LG,6,차우찬,"박용택, 김용의, 정성훈, 양석환, 이병규, 히메네스, 오지환, 손주인, 유강남"
221,HANHWA,1,배영수,"정근우, 양성우, 김경언, 로사리오, 장민석, 하주석, 최재훈, 김원석, 송광민",LOTTE,8,송승준,"손아섭, 번즈, 김대륙, 이대호, 최준석, 강민호, 김문호, 나경민, 김동한"
222,DOOSAN,6,니퍼트,"민병헌, 오재원, 김재환, 양의지, 박건우, 에반스, 최주환, 허경민, 김재호",SK,0,문승원,"나주환, 한동민, 정의윤, 조용호, 최정, 김동엽, 박정권, 이재원, 박승욱"
223,NC,3,맨쉽,"박민우, 나성범, 스크럭스, 모창민, 이종욱, 박석민, 권희동, 손시헌, 김태군",NEXEN,0,최원태,"서건창, 송성문, 윤석민, 대니돈, 채태인, 고종욱, 김웅빈, 이정후, 김재현"
224,KIA,2,팻딘,"버나디나, 이명기, 나지완, 최형우, 이범호, 김주찬, 안치홍, 김민식, 김지성",KT,4,주권,"이대형, 오정복, 박경수, 유한준, 오태곤, 김사연, 정현, 장성우, 박기혁"
225,SAMSUNG,5,페트릭,"김상수, 박해민, 러프, 이승엽, 김헌곤, 구자욱, 조동찬, 이원석, 이지영",LG,8,소사,"히메네스, 박용택, 김용의, 오지환, 정성훈, 양석환, 이병규, 정상호, 손주인"
226,HANHWA,2,오간도,"정근우, 로사리오, 차일목, 송광민, 김태균, 장민석, 하주석, 양성우, 김원석",LOTTE,1,박세웅,"나경민, 이대호, 강민호, 김문호, 손아섭, 최준석, 김대륙, 문규현, 번즈"
227,DOOSAN,7,장원준,"민병헌, 오재원, 김재환, 양의지, 박건우, 허경민, 최주환, 김재호, 오재일",SK,0,박종훈,"노수광, 로맥, 최정, 김동엽, 한동민, 정의윤, 나주환, 김성현, 이재원"
228,NC,1,해커,"이종욱, 스크럭스, 모창민, 박민우, 나성범, 김태군, 지석훈, 권희동, 손시헌",NEXEN,2,신재영,"고종욱, 서건창, 김민성, 김웅빈, 이정후, 윤석민, 김재현, 채태인, 채상현"
229,LG,3,김대현,"박용택, 김용의, 양석환, 이형종, 히메네스, 오지환, 임훈, 유강남, 이병규",HANHWA,5,이태양,"하주석, 송광민, 로사리오, 김태균, 양성우, 장민석, 차일목, 김원석, 정근우"
230,SK,8,켈리,"조용호, 최정, 로맥, 이재원, 박승욱, 김성현, 정진기, 박정권, 한동민",KIA,2,임기영,"버나디나, 이명기, 나지완, 최형우, 서동욱, 이범호, 안치홍, 김민식, 신종길"
231,KT,5,로치,"이대형, 모넬, 박경수, 유한준, 심우준, 장성우, 오태곤, 박기혁, 이해창",NC,8,이민호,"나성범, 스크럭스, 손시헌, 이상호, 김태군, 이재율, 김성욱, 이종욱, 모창민"
232,SAMSUNG,4,백정현,"김상수, 구자욱, 러프, 김헌곤, 이원석, 조동찬, 이승엽, 이지영, 배영섭",NEXEN,1,밴헤켄,"이정후, 김하성, 윤석민, 김민성, 고종욱, 채상현, 서건창, 허정협, 김웅빈"
233,LG,0,류제국,"양석환, 김용의, 임훈, 박용택, 히메네스, 정성훈, 손주인, 강승호, 안익훈",HANHWA,10,김재영,"장민석, 최재훈, 정근우, 하주석, 송광민, 로사리오, 김태균, 양성우, 김원석"
234,SK,3,윤희상,"정진기, 박정권, 조용호, 로맥, 이재원, 나주환, 최정, 한동민, 김성현",KIA,5,헥터,"김선빈, 안치홍, 서동욱, 김주형, 최형우, 버나디나, 이명기, 김민식, 이범호"
235,KT,5,고영표,"이대형, 이진영, 오정복, 정현, 모넬, 박경수, 유한준, 심우준, 이해창",NC,2,최금강,"나성범, 스크럭스, 박석민, 권희동, 이재율, 이종욱, 지석훈, 윤병호, 손시헌"
236,LOTTE,4,레일리,"이우민, 이대호, 정훈, 손아섭, 최준석, 김문호, 강민호, 번즈, 문규현",DOOSAN,9,홍상삼,"민병헌, 허경민, 에반스, 김재환, 양의지, 박건우, 최주환, 김재호, 신성현"
237,SAMSUNG,4,김대우,"김상수, 김헌곤, 이승엽, 이원석, 구자욱, 러프, 강한울, 이지영, 박해민",NEXEN,5,조상우,"송성문, 고종욱, 채태인, 김하성, 김민성, 김재현, 이정후, 서건창, 채상현"
238,LG,4,임찬규,"김용의, 히메네스, 오지환, 채은성, 박용택, 정성훈, 이형종, 유강남, 손주인",HANHWA,1,윤규진,"정근우, 하주석, 송광민, 로사리오, 김태균, 양성우, 최재훈, 정현석, 김원석"
239,SK,4,김태훈,"조용호, 한동민, 김동엽, 나주환, 최정, 로맥, 정의윤, 이홍구, 김성현",KIA,3,양현종,"김주찬, 이명기, 나지완, 최형우, 이범호, 김선빈, 김민식, 김호령, 안치홍"
240,KT,10,정성곤,"이대형, 모넬, 박경수, 이진영, 오태곤, 심우준, 오정복, 박기혁, 이해창",NC,5,이재학,"모창민, 나성범, 권희동, 지석훈, 김태우, 김성욱, 스크럭스, 박석민, 윤병호"
241,LOTTE,1,애디튼,"김문호, 김동한, 번즈, 손아섭, 정훈, 이대호, 최준석, 김대륙, 강민호",DOOSAN,15,유희관,"박건우, 최주환, 김재환, 양의지, 민병헌, 허경민, 에반스, 오재원, 김재호"
242,SAMSUNG,4,최지광,"김헌곤, 구자욱, 러프, 이승엽, 이원석, 김상수, 권정웅, 강한울, 박한이",NEXEN,5,한현희,"서건창, 채태인, 김하성, 이정후, 박동원, 유재신, 고종욱, 윤석민, 김민성"
243,NEXEN,2,최원태,"서건창, 윤석민, 채태인, 김민성, 김하성, 고종욱, 김재현, 박정음, 이정후",HANHWA,1,비야누에바,"정근우, 장민석, 송광민, 로사리오, 김태균, 양성우, 하주석, 최재훈, 김원석"
244,LOTTE,6,김원중,"손아섭, 최준석, 강민호, 번즈, 문규현, 정훈, 이대호, 김동한, 김문호",KT,0,피어밴드,"박경수, 이진영, 오정복, 오태곤, 박기혁, 이대형, 모넬, 김사연, 정현"
245,KIA,3,김진우,"김선빈, 안치홍, 이범호, 버나디나, 김주찬, 최형우, 나지완, 김민식, 이명기",LG,2,차우찬,"김용의, 히메네스, 박용택, 양석환, 채은성, 오지환, 유강남, 손주인, 이병규"
246,DOOSAN,1,니퍼트,"민병헌, 김재환, 양의지, 박건우, 최주환, 허경민, 에반스, 신성현, 오재일",NC,2,구창모,"이종욱, 나성범, 권희동, 손시헌, 김태군, 이상호, 스크럭스, 모창민, 박석민"
247,SK,2,문승원,"로맥, 정의윤, 박정권, 김성현, 한동민, 김동엽, 이재원, 조용호, 노수광",SAMSUNG,8,윤성환,"박해민, 김상수, 구자욱, 러프, 조동찬, 이원석, 이승엽, 김헌곤, 이지영"
248,NEXEN,4,신재영,"서건창, 윤석민, 김태완, 김하성, 이정후, 박정음, 김민성, 김재현, 강지광",HANHWA,8,배영수,"정근우, 송광민, 김태균, 양성우, 김경언, 로사리오, 장민석, 하주석, 최재훈"
249,LOTTE,9,송승준,"손아섭, 최준석, 강민호, 김문호, 번즈, 이대호, 문규현, 김동한, 나경민",KT,4,주권,"이대형, 오정복, 오태곤, 정현, 김사연, 박경수, 이진영, 심우준, 장성우"
250,KIA,8,팻딘,"버나디나, 이명기, 김주찬, 최형우, 나지완, 안치홍, 김민식, 이범호, 김선빈",LG,3,소사,"이형종, 김용의, 정성훈, 정상호, 박용택, 양석환, 히메네스, 손주인, 오지환"
251,DOOSAN,1,장원준,"민병헌, 최주환, 에반스, 양의지, 박건우, 오재일, 허경민, 김재환, 김재호",NC,2,해커,"이상호, 권희동, 모창민, 이종욱, 나성범, 스크럭스, 박석민, 손시헌, 김태군"
252,SK,2,박종훈,"조용호, 정진기, 한동민, 이홍구, 박정권, 나주환, 김성현, 김동엽, 로맥",SAMSUNG,5,페트릭,"박해민, 구자욱, 러프, 김상수, 이승엽, 박한이, 이원석, 백상원, 이지영"
253,NEXEN,8,브리검,"박정음, 서건창, 윤석민, 김태완, 김하성, 김민성, 고종욱, 김재현, 이정후",HANHWA,6,이태양,"김태균, 장민석, 로사리오, 양성우, 하주석, 김경언, 송광민, 정근우, 차일목"
254,LOTTE,11,박세웅,"강민호, 번즈, 이우민, 김문호, 문규현, 김동한, 손아섭, 이대호, 최준석",KT,4,로치,"이대형, 오정복, 하준호, 심우준, 유한준, 정현, 오태곤, 모넬, 윤요섭"
255,KIA,9,임기영,"이명기, 김주찬, 최형우, 김선빈, 버나디나, 나지완, 안치홍, 이범호, 김민식",LG,4,김대현,"임훈, 박용택, 히메네스, 양석환, 김용의, 오지환, 이형종, 채은성, 유강남"
256,DOOSAN,7,함덕주,"최주환, 양의지, 박건우, 김재호, 민병헌, 에반스, 김재환, 오재일, 허경민",NC,4,이민호,"이상호, 나성범, 스크럭스, 권희동, 이호준, 모창민, 김태군, 이종욱, 지석훈"
257,SK,4,켈리,"조용호, 김동엽, 김성현, 박승욱, 최정, 로맥, 한동민, 정의윤, 이재원",SAMSUNG,1,백정현,"김상수, 구자욱, 박해민, 러프, 이승엽, 김헌곤, 조동찬, 이원석, 이지영"
258,LG,4,허프,"정성훈, 히메네스, 양석환, 오지환, 채은성, 김용의, 유강남, 이형종, 손주인",LOTTE,9,레일리,"손아섭, 번즈, 이대호, 최준석, 김동한, 이우민, 신본기, 김사훈, 박헌도"
259,KIA,6,헥터,"버나디나, 김주찬, 최형우, 김선빈, 나지완, 안치홍, 이범호, 이명기, 서동욱",DOOSAN,7,박치국,"민병헌, 최주환, 김재환, 에반스, 박건우, 오재일, 류지혁, 허경민, 박세혁"
260,NC,1,최금강,"스크럭스, 이호준, 이상호, 권희동, 박광열, 이종욱, 이재율, 나성범, 박석민",SK,11,윤희상,"최정, 조용호, 한동민, 이홍구, 박승욱, 김성현, 로맥, 노수광, 정의윤"
261,HANHWA,2,오간도,"장민석, 하주석, 최재훈, 정근우, 김태균, 로사리오, 김회성, 김경언, 양성우",SAMSUNG,6,우규민,"김상수, 박해민, 러프, 이승엽, 이지영, 조동찬, 김헌곤, 구자욱, 강한울"
262,KT,3,고영표,"이대형, 박경수, 유한준, 이진영, 김동욱, 박기혁, 하준호, 장성우, 심우준",NEXEN,4,조상우,"박정음, 서건창, 윤석민, 김하성, 채태인, 이정후, 박동원, 고종욱, 김태완"
263,LG,3,임찬규,"히메네스, 양석환, 손주인, 이형종, 김용의, 오지환, 채은성, 유강남, 박용택",LOTTE,2,애디튼,"손아섭, 이대호, 이우민, 최준석, 번즈, 신본기, 김상호, 박헌도, 강민호"
264,KIA,0,양현종,"버나디나, 김선빈, 안치홍, 최형우, 이범호, 나지완, 김주형, 김호령, 김민식",DOOSAN,6,유희관,"민병헌, 에반스, 김재환, 최주환, 양의지, 박건우, 허경민, 김재호, 오재일"
265,NC,1,이재학,"모창민, 권희동, 나성범, 스크럭스, 박석민, 손시헌, 김태군, 김준완, 지석훈",SK,0,김태훈,"조용호, 최정, 김동엽, 김성현, 한동민, 박정권, 이재원, 로맥, 박승욱"
266,HANHWA,8,윤규진,"정근우, 김태균, 로사리오, 양성우, 이동훈, 하주석, 정현석, 송광민, 이종환",SAMSUNG,9,최지광,"박해민, 이원석, 김헌곤, 조동찬, 러프, 이승엽, 구자욱, 권정웅, 이지영"
267,KT,3,정성곤,"오태곤, 유민상, 박경수, 유한준, 오정복, 박기혁, 이해창, 김동욱, 정현",NEXEN,11,한현희,"박정음, 서건창, 윤석민, 이택근, 김하성, 김민성, 박동원, 고종욱, 채태인"
268,LG,4,차우찬,"히메네스, 양석환, 채은성, 유강남, 임훈, 박용택, 손주인, 김용의, 오지환",LOTTE,3,박진형,"손아섭, 이대호, 최준석, 번즈, 김동한, 강민호, 박헌도, 이우민, 신본기"
269,KIA,3,김진우,"버나디나, 김선빈, 나지완, 안치홍, 서동욱, 최형우, 이범호, 최원준, 김민식",DOOSAN,7,니퍼트,"민병헌, 양의지, 박건우, 오재일, 허경민, 최주환, 김재환, 김재호, 에반스"
270,NC,4,구창모,"스크럭스, 이종욱, 박민우, 나성범, 권희동, 모창민, 손시헌, 박석민, 지석훈",SK,9,문승원,"김성현, 한동민, 로맥, 이홍구, 이재원, 조용호, 최정, 박승욱, 최승준"
271,HANHWA,7,비야누에바,"장민석, 송광민, 하주석, 정근우, 김태균, 로사리오, 이성열, 강경학, 조인성",SAMSUNG,8,윤성환,"박해민, 러프, 강한울, 이승엽, 김헌곤, 구자욱, 이지영, 백상원, 조동찬"
272,KT,13,김사율,"이대형, 정현, 오태곤, 박경수, 유한준, 이해창, 이진영, 김동욱, 오정복",NEXEN,4,최원태,"김민성, 박정음, 서건창, 윤석민, 채태인, 이택근, 김하성, 김재현, 고종욱"
273,HANHWA,8,배영수,"장민석, 송광민, 김태균, 이성열, 하주석, 로사리오, 정근우, 조인성, 양성우",KIA,13,팻딘,"이명기, 이범호, 서동욱, 김민식, 버나디나, 최형우, 나지완, 안치홍, 김선빈"
274,SAMSUNG,3,페트릭,"구자욱, 러프, 이승엽, 최영진, 김상수, 김헌곤, 강한울, 이지영, 박해민",KT,12,피어밴드,"이대형, 정현, 유한준, 오정복, 장성우, 박기혁, 김동욱, 박경수, 오태곤"
275,NEXEN,4,신재영,"서건창, 윤석민, 채태인, 김웅빈, 이정후, 고종욱, 박정음, 김하성, 김재현",NC,15,해커,"이호준, 나성범, 스크럭스, 손시헌, 김태군, 박석민, 김준완, 박민우, 이상호"
276,LOTTE,7,김원중,"이우민, 손아섭, 강민호, 전준우, 번즈, 신본기, 김문호, 이대호, 김상호",SK,6,박종훈,"최정, 로맥, 조용호, 김성현, 한동민, 이재원, 김동엽, 박정권, 박승욱"
277,HANHWA,3,이태양,"하주석, 송광민, 장민석, 양성우, 정근우, 김태균, 로사리오, 이성열, 강경학",KIA,9,임기영,"이명기, 나지완, 안치홍, 버나디나, 김선빈, 김지성, 서동욱, 김민식, 최형우"
278,SAMSUNG,8,레나도,"조동찬, 김헌곤, 러프, 이지영, 구자욱, 김상수, 박한이, 이승엽, 강한울",KT,9,로치,"오정복, 김동욱, 이대형, 박경수, 장성우, 이해창, 오태곤, 정현, 박기혁"
279,NEXEN,4,브리검,"박정음, 윤석민, 김웅빈, 김민성, 이정후, 서건창, 김하성, 김규민, 장영석",NC,5,최금강,"박민우, 나성범, 스크럭스, 모창민, 박석민, 손시헌, 권희동, 김태군, 김준완"
280,LG,1,류제국,"박용택, 양석환, 오지환, 채은성, 이형종, 히메네스, 손주인, 정상호, 최재원",DOOSAN,2,함덕주,"박건우, 에반스, 김재환, 김재호, 허경민, 최주환, 양의지, 오재일, 조수행"
281,LOTTE,7,박세웅,"손아섭, 이우민, 전준우, 이대호, 최준석, 번즈, 김동한, 강민호, 신본기",SK,5,켈리,"조용호, 김성현, 최정, 한동민, 로맥, 나주환, 김동엽, 최승준, 이재원"
282,HANHWA,4,오간도,"장민석, 정근우, 김태균, 하주석, 송광민, 로사리오, 이성열, 양성우, 차일목",KIA,6,헥터,"이명기, 김민식, 김선빈, 최원준, 서동욱, 나지완, 안치홍, 고장혁, 오준혁"
283,SAMSUNG,6,우규민,"배영섭, 러프, 이승엽, 강한울, 김헌곤, 이지영, 조동찬, 최영진, 구자욱",KT,4,정대현,"이대형, 하준호, 김동욱, 정현, 박경수, 이해창, 오태곤, 심우준, 유한준"
284,NEXEN,3,조상우,"이택근, 박정음, 서건창, 김태완, 김하성, 김민성, 이정후, 박동원, 윤석민",NC,13,강윤구,"나성범, 권희동, 모창민, 김태군, 이종욱, 박민우, 스크럭스, 박석민, 손시헌"
285,LG,7,소사,"정상호, 김용의, 박용택, 양석환, 오지환, 이천웅, 정성훈, 임훈, 히메네스",DOOSAN,9,박치국,"에반스, 김재환, 오재일, 박건우, 민병헌, 김재호, 최주환, 오재원, 양의지"
286,LOTTE,17,레일리,"이우민, 김동한, 손아섭, 전준우, 최준석, 강민호, 번즈, 신본기, 김문호",SK,6,윤희상,"김성현, 김동엽, 한동민, 최승준, 이홍구, 조용호, 최정, 로맥, 나주환"
287,NC,5,이재학,"나성범, 박민우, 스크럭스, 모창민, 박석민, 손시헌, 김태군, 이종욱, 권희동",HANHWA,3,윤규진,"정근우, 송광민, 김태균, 로사리오, 하주석, 장민석, 이성열, 차일목, 양성우"
288,DOOSAN,3,유희관,"민병헌, 김재환, 에반스, 조수행, 최주환, 오재일, 양의지, 김재호, 허경민",KT,5,고영표,"이대형, 오정복, 이해창, 오태곤, 김동욱, 박경수, 유한준, 정현, 박기혁"
289,SK,6,김태훈,"김성현, 최정, 한동민, 김동엽, 정진기, 조용호, 이재원, 나주환, 로맥",LG,1,허프,"이형종, 김용의, 박용택, 채은성, 오지환, 히메네스, 손주인, 양석환, 유강남"
290,KIA,2,양현종,"버나디나, 이명기, 나지완, 최형우, 김지성, 안치홍, 서동욱, 김선빈, 김민식",LOTTE,8,애디튼,"최준석, 손아섭, 전준우, 번즈, 신본기, 김동한, 박헌도, 김상호, 김사훈"
