,home_team,home_score,pitcher_home,hitter_home,away_team,away_score,pitcher_away,hitter_away
582,KT,9,주권,"정현, 로하스, 윤석민, 심우준, 박경수, 유한준, 장성우, 전민수, 오태곤",KIA,8,팻딘,"김선빈, 이명기, 김주찬, 버나디나, 최형우, 이범호, 나지완, 김민식, 최원준"
583,NC,3,맨쉽,"나성범, 스크럭스, 박민우, 모창민, 이호준, 권희동, 손시헌, 이종욱, 김성욱",LOTTE,5,레일리,"전준우, 문규현, 김사훈, 최준석, 신본기, 번즈, 손아섭, 이대호, 김문호"
584,NEXEN,6,브리검,"이정후, 김하성, 채태인, 김민성, 이택근, 주효상, 서건창, 초이스, 고종욱",DOOSAN,3,장원준,"최주환, 류지혁, 박건우, 오재일, 박세혁, 민병헌, 정진호, 허경민, 김재환"
585,LG,6,소사,"이천웅, 양석환, 이형종, 강승호, 손주인, 로니, 채은성, 유강남, 박용택",SK,2,켈리,"노수광, 조용호, 최승준, 나주환, 김동엽, 이대수, 이성우, 최정, 김성현"
586,HANHWA,8,비야누에바,"이용규, 로사리오, 송광민, 정근우, 김태균, 최진행, 최재훈, 김회성, 양성우",SAMSUNG,3,우규민,"박해민, 구자욱, 러프, 이원석, 강한울, 김성훈, 이승엽, 김헌곤, 최경철"
587,NEXEN,1,밴헤켄,"초이스, 서건창, 김민성, 고종욱, 이정후, 김하성, 채태인, 이택근, 박동원",HANHWA,6,윤규진,"이용규, 정근우, 최진행, 양성우, 김회성, 정경운, 송광민, 로사리오, 최재훈"
588,SK,8,박종훈,"정의윤, 김성현, 노수광, 로맥, 최승준, 이대수, 최항, 김강민, 이성우",KT,3,로치,"전민수, 로하스, 이해창, 정현, 하준호, 윤석민, 오태곤, 심우준, 박경수"
589,KIA,11,정용운,"최원준, 버나디나, 최형우, 안치홍, 김민식, 김선빈, 김호령, 신종길, 나지완",LG,10,김대현,"박용택, 이천웅, 채은성, 강승호, 로니, 정성훈, 유강남, 양석환, 손주인"
590,SAMSUNG,13,윤성환,"박해민, 이지영, 김성훈, 구자욱, 이승엽, 이원석, 조동찬, 러프, 김헌곤",LOTTE,7,송승준,"손아섭, 김문호, 전준우, 나경민, 이대호, 신본기, 문규현, 번즈, 김사훈"
591,DOOSAN,3,함덕주,"에반스, 양의지, 정진호, 최주환, 류지혁, 박건우, 김재환, 허경민, 오재일",NC,0,해커,"박민우, 모창민, 박석민, 권희동, 이종욱, 나성범, 스크럭스, 손시헌, 김태군"
592,NEXEN,9,최원태,"이정후, 서건창, 김하성, 김민성, 주효상, 채태인, 고종욱, 김지수, 김웅빈",HANHWA,1,김재영,"이용규, 정근우, 로사리오, 최진행, 박준혁, 오선진, 송광민, 양성우, 최재훈"
593,SK,3,문승원,"노수광, 최항, 최승준, 나주환, 박정권, 김강민, 로맥, 이대수, 이성우",KT,11,고영표,"정현, 전민수, 윤석민, 유한준, 이해창, 오태곤, 로하스, 장성우, 안치영"
594,SAMSUNG,7,황수범,"박해민, 김성훈, 구자욱, 러프, 이승엽, 조동찬, 이원석, 박한이, 이지영",LOTTE,9,박세웅,"전준우, 강민호, 문규현, 이대호, 번즈, 손아섭, 최준석, 김문호, 신본기"
595,DOOSAN,2,니퍼트,"정진호, 류지혁, 김재환, 에반스, 오재원, 박건우, 양의지, 민병헌, 허경민",NC,1,장현식,"나성범, 스크럭스, 모창민, 박석민, 권희동, 지석훈, 김준완, 박민우, 박광열"
596,KIA,4,양현종,"김주찬, 버나디나, 안치홍, 최형우, 나지완, 이명기, 한승택, 김선빈, 고장혁",NC,2,구창모,"박민우, 권희동, 나성범, 스크럭스, 박석민, 이호준, 모창민, 손시헌, 박광열"
597,LOTTE,8,김원중,"전준우, 손아섭, 최준석, 이대호, 강민호, 번즈, 박헌도, 신본기, 문규현",DOOSAN,6,유희관,"최주환, 김재환, 류지혁, 박건우, 민병헌, 오재원, 에반스, 오재일, 양의지"
598,LG,2,차우찬,"로니, 양석환, 채은성, 유강남, 박용택, 최재원, 이형종, 이천웅, 손주인",KT,1,피어밴드,"전민수, 정현, 로하스, 윤석민, 박경수, 오정복, 장성우, 오태곤, 유한준"
599,KIA,4,헥터,"이명기, 김주찬, 버나디나, 최형우, 이범호, 김민식, 김선빈, 최원준, 안치홍",NC,3,이재학,"나성범, 스크럭스, 모창민, 손시헌, 김준완, 박민우, 권희동, 이종욱, 지석훈"
600,LOTTE,4,린드블럼,"전준우, 손아섭, 최준석, 이대호, 강민호, 문규현, 번즈, 신본기, 김문호",DOOSAN,2,보우덴,"정진호, 류지혁, 에반스, 양의지, 민병헌, 김재환, 오재일, 오재원, 허경민"
601,HANHWA,8,오간도,"양성우, 정근우, 로사리오, 김회성, 최재훈, 최진행, 하주석, 오선진, 이용규",SK,5,백인식,"노수광, 최항, 로맥, 김동엽, 나주환, 박정권, 최정, 최승준, 이대수"
602,SAMSUNG,5,김대우,"김성훈, 러프, 박해민, 구자욱, 조동찬, 배영섭, 이지영, 이승엽, 이원석",NEXEN,6,김성민,"채태인, 고종욱, 김하성, 박정음, 주효상, 이정후, 이택근, 서건창, 김민성"
603,NC,3,맨쉽,"이종욱, 나성범, 박민우, 스크럭스, 박석민, 모창민, 권희동, 손시헌, 박광열",HANHWA,1,비야누에바,"이동훈, 정근우, 하주석, 김회성, 최재훈, 장민석, 로사리오, 최진행, 김태연"
604,DOOSAN,4,장원준,"정진호, 류지혁, 김재환, 에반스, 민병헌, 최주환, 오재원, 허경민, 양의지",KIA,1,팻딘,"김선빈, 김주찬, 버나디나, 나지완, 최형우, 안치홍, 이범호, 한승택, 김호령"
605,SK,6,다이아몬드,"노수광, 로맥, 최승준, 나주환, 최항, 정의윤, 박정권, 이대수, 이성우",LG,1,소사,"채은성, 박용택, 최재원, 로니, 정성훈, 강승호, 이형종, 유강남, 정상호"
606,NEXEN,3,브리검,"서건창, 이택근, 초이스, 고종욱, 박정음, 김하성, 장영석, 주효상, 김민성",LOTTE,5,레일리,"최준석, 이대호, 강민호, 김문호, 전준우, 손아섭, 번즈, 신본기, 문규현"
607,KT,4,정성곤,"윤석민, 박경수, 이해창, 전민수, 로하스, 유한준, 안치영, 하준호, 정현",SAMSUNG,6,우규민,"박해민, 구자욱, 김헌곤, 이원석, 이지영, 러프, 이승엽, 강한울, 김성훈"
608,NC,9,해커,"이종욱, 박민우, 나성범, 박석민, 모창민, 권희동, 스크럭스, 손시헌, 박광열",HANHWA,14,안영명,"하주석, 오선진, 로사리오, 최진행, 정경운, 양성우, 이동훈, 장민석, 최재훈"
609,DOOSAN,2,함덕주,"정진호, 류지혁, 박건우, 에반스, 김재환, 민병헌, 김재호, 양의지, 오재원",KIA,1,임기준,"이명기, 김주찬, 버나디나, 최형우, 나지완, 안치홍, 이범호, 김선빈, 김민식"
610,SK,8,켈리,"노수광, 최항, 로맥, 정의윤, 최승준, 박정권, 나주환, 이재원, 김성현",LG,2,김대현,"박용택, 이천웅, 로니, 양석환, 채은성, 강승호, 손주인, 이형종, 유강남"
611,NEXEN,5,밴헤켄,"이정후, 서건창, 김하성, 장영석, 채태인, 김민성, 고종욱, 초이스, 김재현",LOTTE,8,송승준,"전준우, 이대호, 최준석, 문규현, 손아섭, 신본기, 박헌도, 강민호, 번즈"
612,KT,1,로치,"정현, 전민수, 윤석민, 박경수, 유한준, 로하스, 이해창, 오태곤, 박기혁",SAMSUNG,5,윤성환,"박해민, 김헌곤, 구자욱, 이승엽, 조동찬, 러프, 강한울, 김성훈, 최경철"
613,HANHWA,2,윤규진,"하주석, 이동훈, 정근우, 로사리오, 최재훈, 오선진, 최진행, 양성우, 장민석",LOTTE,0,박세웅,"전준우, 손아섭, 이대호, 김문호, 최준석, 문규현, 신본기, 번즈, 김동한"
614,NEXEN,4,최원태,"이정후, 서건창, 초이스, 김하성, 채태인, 장영석, 김민성, 박정음, 주효상",NC,3,장현식,"박석민, 모창민, 이종욱, 나성범, 스크럭스, 권희동, 지석훈, 김준완, 박민우"
615,KT,4,주권,"정현, 김동욱, 로하스, 박경수, 전민수, 하준호, 윤석민, 장성우, 오태곤",DOOSAN,10,니퍼트,"박건우, 민병헌, 에반스, 류지혁, 김재환, 오재일, 김재호, 양의지, 최주환"
616,KIA,1,배힘찬,"서동욱, 신종길, 최정민, 버나디나, 최원준, 김주찬, 이명기, 나지완, 김선빈",SK,13,문승원,"로맥, 노수광, 최항, 박정권, 최승준, 이대수, 나주환, 조용호, 이성우"
617,LG,6,류제국,"박용택, 안익훈, 로니, 양석환, 이천웅, 채은성, 손주인, 최재원, 정상호",SAMSUNG,4,황수범,"김헌곤, 러프, 박해민, 이승엽, 조동찬, 강한울, 김성훈, 구자욱, 이지영"
618,HANHWA,3,배영수,"로사리오, 최진행, 이용규, 최재훈, 오선진, 하주석, 양성우, 장민석, 정근우",LOTTE,4,김원중,"손아섭, 최준석, 강민호, 문규현, 나경민, 김문호, 김동한, 전준우, 이대호"
619,NEXEN,3,정대현,"이정후, 이택근, 초이스, 김하성, 장영석, 김민성, 김재현, 채태인, 김지수",NC,4,강윤구,"이종욱, 박민우, 나성범, 이호준, 모창민, 권희동, 스크럭스, 손시헌, 김태군"
620,KT,2,고영표,"오정복, 정현, 로하스, 윤석민, 박경수, 유한준, 장성우, 이해창, 오태곤",DOOSAN,1,유희관,"최주환, 김재환, 에반스, 류지혁, 박건우, 오재일, 민병헌, 박세혁, 김재호"
621,KT,2,피어밴드,"정현, 전민수, 로하스, 윤석민, 유한준, 이해창, 오태곤, 박경수, 박기혁",HANHWA,3,오간도,"이용규, 오선진, 최진행, 하주석, 정경운, 로사리오, 양성우, 김회성, 최재훈"
622,KIA,3,양현종,"이명기, 김주찬, 버나디나, 나지완, 이범호, 최형우, 안치홍, 김선빈, 김민식",LOTTE,7,린드블럼,"손아섭, 전준우, 이대호, 박헌도, 강민호, 김동한, 신본기, 번즈, 최준석"
623,LG,3,허프,"박용택, 안익훈, 로니, 양석환, 유강남, 이천웅, 채은성, 최재원, 손주인",NC,4,이재학,"박민우, 스크럭스, 나성범, 이호준, 모창민, 김성욱, 김태군, 권희동, 김준완"
624,SK,6,박종훈,"노수광, 최승준, 나주환, 로맥, 박정권, 이재원, 최항, 조용호, 최정",DOOSAN,10,보우덴,"류지혁, 박건우, 김재환, 에반스, 민병헌, 박세혁, 김재호, 최주환, 오재일"
625,NEXEN,11,브리검,"이정후, 김하성, 채태인, 고종욱, 김민성, 이택근, 초이스, 송성문, 주효상",SAMSUNG,5,페트릭,"박해민, 김성훈, 러프, 이승엽, 이원석, 구자욱, 박한이, 강한울, 이지영"
626,KT,9,류희운,"오태곤, 윤석민, 박경수, 정현, 전민수, 로하스, 유한준, 하준호, 이해창",HANHWA,10,비야누에바,"양성우, 최진행, 로사리오, 김회성, 오선진, 이동훈, 정범모, 장민석, 하주석"
627,KIA,5,헥터,"김주찬, 버나디나, 나지완, 안치홍, 이명기, 김선빈, 최형우, 이범호, 한승택",LOTTE,7,레일리,"전준우, 손아섭, 이대호, 신본기, 번즈, 최준석, 박헌도, 김동한, 강민호"
628,LG,9,임찬규,"최재원, 이형종, 강승호, 로니, 이천웅, 채은성, 유강남, 박용택, 손주인",NC,3,맨쉽,"스크럭스, 박석민, 손시헌, 나성범, 모창민, 권희동, 이종욱, 지석훈, 박광열"
629,SK,1,다이아몬드,"노수광, 최항, 김동엽, 정의윤, 나주환, 최승준, 김강민, 이성우, 김성현",DOOSAN,4,장원준,"류지혁, 김재호, 박건우, 김재환, 에반스, 양의지, 박세혁, 민병헌, 허경민"
630,NEXEN,5,김성민,"이정후, 이택근, 초이스, 김하성, 김민성, 채태인, 고종욱, 김웅빈, 주효상",SAMSUNG,1,우규민,"박해민, 김헌곤, 구자욱, 러프, 조동찬, 이원석, 이승엽, 이지영, 강한울"
631,NC,7,해커,"이종욱, 박민우, 나성범, 모창민, 박석민, 스크럭스, 권희동, 손시헌, 김태군",KT,1,로치,"오태곤, 로하스, 하준호, 전민수, 유한준, 박기혁, 정현, 윤석민, 이해창"
632,LOTTE,11,송승준,"손아섭, 최준석, 문규현, 번즈, 전준우, 강민호, 이대호, 박헌도, 김동한",LG,0,차우찬,"최재원, 이형종, 강승호, 박용택, 이천웅, 로니, 채은성, 유강남, 정상호"
633,SAMSUNG,7,정인욱,"이승엽, 이원석, 박해민, 구자욱, 러프, 강한울, 권정웅, 김헌곤, 조동찬",SK,9,켈리,"나주환, 노수광, 최항, 로맥, 김성현, 이성우, 최승준, 박정권, 김동엽"
634,DOOSAN,6,함덕주,"정진호, 박건우, 김재환, 류지혁, 양의지, 민병헌, 오재원, 허경민, 에반스",NEXEN,5,밴헤켄,"초이스, 이정후, 김하성, 김민성, 장영석, 고종욱, 이택근, 김지수, 김재현"
635,HANHWA,6,안영명,"오선진, 이동훈, 양성우, 최재훈, 장민석, 최진행, 정경운, 로사리오, 김태연",KIA,3,팻딘,"김주찬, 버나디나, 최형우, 나지완, 이범호, 김선빈, 이명기, 안치홍, 김민식"
636,NC,7,장현식,"이종욱, 박민우, 스크럭스, 손시헌, 지석훈, 이호준, 김태군, 나성범, 김성욱",KT,5,정성곤,"오태곤, 정현, 로하스, 장성우, 이해창, 오정복, 김동욱, 박기혁, 박경수"
637,LOTTE,8,박세웅,"전준우, 최준석, 이대호, 문규현, 손아섭, 박헌도, 김동한, 번즈, 김사훈",LG,2,소사,"최재원, 정성훈, 이천웅, 이형종, 안익훈, 박용택, 유강남, 손주인, 강승호"
638,SAMSUNG,5,윤성환,"러프, 박해민, 구자욱, 이승엽, 배영섭, 강한울, 김성훈, 이원석, 조동찬",SK,7,문승원,"노수광, 나주환, 최승준, 정의윤, 김강민, 최항, 박정권, 이성우, 이대수"
639,DOOSAN,4,니퍼트,"김재호, 김재환, 양의지, 오재일, 김인태, 박건우, 에반스, 오재원, 민병헌",NEXEN,3,최원태,"이택근, 서건창, 초이스, 김민성, 김하성, 장영석, 이정후, 김웅빈, 박동원"
640,SK,2,백인식,"노수광, 나주환, 최승준, 박정권, 정의윤, 로맥, 최항, 이재원, 김성현",HANHWA,1,윤규진,"이동훈, 하주석, 오선진, 장민석, 최진행, 최재훈, 이용규, 김주현, 정경운"
641,NC,7,구창모,"나성범, 김성욱, 이종욱, 스크럭스, 이호준, 지석훈, 박민우, 도태훈, 김태군",KIA,8,임기준,"김선빈, 버나디나, 나지완, 안치홍, 이명기, 최형우, 이범호, 한승택, 김주찬"
642,SAMSUNG,14,황수범,"박해민, 배영섭, 러프, 이승엽, 구자욱, 조동찬, 이원석, 권정웅, 강한울",KT,8,심재민,"로하스, 윤석민, 오태곤, 김동욱, 박경수, 유한준, 이해창, 하준호, 정현"
643,DOOSAN,5,유희관,"김재호, 김재환, 민병헌, 박건우, 에반스, 오재원, 류지혁, 양의지, 오재일",LG,4,류제국,"최재원, 안익훈, 정성훈, 채은성, 강승호, 정상호, 황목치승, 박용택, 이형종"
644,LOTTE,6,김원중,"전준우, 최준석, 강민호, 문규현, 손아섭, 이대호, 김동한, 번즈, 박헌도",NEXEN,1,하영민,"이정후, 초이스, 이택근, 서건창, 김하성, 김민성, 장영석, 김웅빈, 박동원"
645,SK,4,박종훈,"노수광, 나주환, 정의윤, 최항, 박정권, 로맥, 이재원, 김성현, 김동엽",HANHWA,2,배영수,"이동훈, 양성우, 최진행, 김원석, 오선진, 김주현, 정범모, 하주석, 임익준"
646,NC,5,이재학,"김성욱, 모창민, 권희동, 나성범, 박민우, 손시헌, 스크럭스, 김태군, 도태훈",KIA,4,양현종,"이명기, 버나디나, 나지완, 안치홍, 김선빈, 최원준, 최형우, 이범호, 김민식"
647,SAMSUNG,2,페트릭,"박해민, 배영섭, 구자욱, 이원석, 러프, 조동찬, 강한울, 이성규, 권정웅",KT,3,피어밴드,"하준호, 로하스, 박경수, 박기혁, 오태곤, 윤석민, 유한준, 장성우, 김동욱"
648,DOOSAN,1,보우덴,"에반스, 민병헌, 김재호, 박건우, 오재원, 김재환, 양의지, 류지혁, 허경민",LG,1,허프,"안익훈, 정성훈, 이천웅, 강승호, 최재원, 박용택, 채은성, 유강남, 손주인"
649,LOTTE,8,린드블럼,"전준우, 손아섭, 이대호, 최준석, 박헌도, 강민호, 번즈, 김동한, 문규현",NEXEN,9,브리검,"이정후, 초이스, 김하성, 채태인, 장영석, 고종욱, 김웅빈, 주효상, 서건창"
650,SAMSUNG,9,우규민,"박해민, 배영섭, 구자욱, 러프, 권정웅, 이원석, 강한울, 이승엽, 조동찬",KIA,10,헥터,"이명기, 버나디나, 최형우, 서동욱, 김선빈, 나지완, 김민식, 최원준, 이범호"
651,HANHWA,8,오간도,"이용규, 송광민, 최진행, 이성열, 양성우, 최재훈, 정경운, 오선진, 김주현",LG,4,임찬규,"안익훈, 강승호, 손주인, 최재원, 박용택, 정성훈, 채은성, 이천웅, 정상호"
652,DOOSAN,7,장원준,"허경민, 김재환, 민병헌, 오재일, 김재호, 박건우, 박세혁, 오재원, 류지혁",LOTTE,5,레일리,"전준우, 강민호, 번즈, 최준석, 손아섭, 이대호, 박헌도, 문규현, 신본기"
653,KT,2,고영표,"오태곤, 정현, 하준호, 로하스, 윤석민, 유한준, 이해창, 박경수, 박기혁",NC,13,맨쉽,"나성범, 박민우, 스크럭스, 모창민, 이종욱, 권희동, 지석훈, 손시헌, 김태군"
654,NEXEN,8,밴헤켄,"이정후, 서건창, 김하성, 초이스, 채태인, 김민성, 고종욱, 이택근, 박동원",SK,4,다이아몬드,"노수광, 최항, 정의윤, 나주환, 최정, 로맥, 김성현, 김동엽, 박정권"
655,SAMSUNG,1,정인욱,"박해민, 배영섭, 구자욱, 러프, 권정웅, 이승엽, 강한울, 조동찬, 김성훈",KIA,5,심동섭,"버나디나, 이명기, 김선빈, 안치홍, 최형우, 나지완, 이범호, 서동욱, 신종길"
656,HANHWA,5,김재영,"송광민, 김원석, 이용규, 이성열, 최재훈, 오선진, 양성우, 김주현, 정경운",LG,6,차우찬,"최재원, 정성훈, 이천웅, 이형종, 강승호, 김용의, 박용택, 채은성, 유강남"
657,DOOSAN,2,함덕주,"류지혁, 민병헌, 박건우, 양의지, 김재환, 에반스, 정진호, 오재원, 허경민",LOTTE,5,송승준,"전준우, 최준석, 이대호, 강민호, 번즈, 손아섭, 박헌도, 황진수, 문규현"
658,KT,9,류희운,"오태곤, 하준호, 로하스, 윤석민, 유한준, 김동욱, 장성우, 박경수, 정현",NC,5,해커,"이종욱, 박민우, 나성범, 모창민, 스크럭스, 권희동, 지석훈, 손시헌, 김태군"
659,NEXEN,10,김성민,"서건창, 김민성, 이정후, 초이스, 이택근, 김하성, 채태인, 고종욱, 주효상",SK,0,켈리,"노수광, 정의윤, 최승준, 김성현, 나주환, 최정, 로맥, 이대수, 이성우"
660,HANHWA,10,비야누에바,"오선진, 송광민, 이용규, 이성열, 양성우, 정범모, 임익준, 정경운, 김주현",KT,1,로치,"오태곤, 로하스, 하준호, 윤석민, 유한준, 이해창, 김동욱, 정현, 박기혁"
661,LOTTE,8,박세웅,"전준우, 최준석, 손아섭, 번즈, 김사훈, 이대호, 박헌도, 황진수, 신본기",NC,5,장현식,"이종욱, 모창민, 나성범, 이호준, 권희동, 지석훈, 박민우, 박광열, 손시헌"
662,KIA,9,팻딘,"이명기, 버나디나, 김선빈, 나지완, 안치홍, 최형우, 서동욱, 김민식, 이범호",DOOSAN,4,니퍼트,"류지혁, 민병헌, 박건우, 양의지, 오재일, 에반스, 김재환, 정진호, 오재원"
663,SK,5,문승원,"나주환, 노수광, 최정, 이재원, 박정권, 최승준, 로맥, 정의윤, 최항",SAMSUNG,4,윤성환,"박해민, 구자욱, 러프, 이승엽, 강한울, 김성훈, 이원석, 조동찬, 김헌곤"
664,LG,3,소사,"안익훈, 박용택, 유강남, 최재원, 정성훈, 손주인, 이형종, 강승호, 김재율",NEXEN,5,최원태,"이정후, 서건창, 초이스, 김민성, 김하성, 장영석, 고종욱, 박동원, 박정음"
665,HANHWA,1,안영명,"오선진, 송광민, 최진행, 이성열, 김주현, 양성우, 이동훈, 김원석, 정범모",KT,6,정성곤,"하준호, 이진영, 윤석민, 김동욱, 장성우, 박기혁, 로하스, 유한준, 정현"
666,LOTTE,6,김원중,"손아섭, 박헌도, 강민호, 번즈, 전준우, 김문호, 이대호, 황진수, 신본기",NC,1,이재학,"이종욱, 박민우, 나성범, 이호준, 권희동, 조평호, 모창민, 손시헌, 김태군"
667,KIA,5,정용운,"이명기, 김선빈, 버나디나, 최형우, 나지완, 안치홍, 이범호, 김주형, 백용환",DOOSAN,3,유희관,"민병헌, 류지혁, 오재일, 김재환, 양의지, 에반스, 오재원, 허경민, 박건우"
668,SK,8,윤희상,"노수광, 최정, 정의윤, 나주환, 박정권, 정진기, 이재원, 김성현, 김동엽",SAMSUNG,7,페트릭,"러프, 이승엽, 박해민, 강한울, 김성훈, 구자욱, 조동찬, 배영섭, 권정웅"
669,LG,6,허프,"안익훈, 최재원, 이천웅, 강승호, 유강남, 박용택, 정성훈, 이형종, 손주인",NEXEN,2,브리검,"이정후, 서건창, 김하성, 고종욱, 김민성, 초이스, 장영석, 박동원, 주효상"
670,LOTTE,9,린드블럼,"김문호, 손아섭, 이대호, 강민호, 번즈, 신본기, 전준우, 최준석, 황진수",HANHWA,0,윤규진,"오선진, 이동훈, 김원석, 최진행, 이성열, 최재훈, 김주현, 로사리오, 임익준"
671,NEXEN,4,하영민,"서건창, 김하성, 이정후, 초이스, 장영석, 김민성, 이택근, 홍성갑, 박동원",KIA,7,양현종,"김선빈, 버나디나, 이명기, 최형우, 나지완, 안치홍, 이범호, 김민식, 서동욱"
672,NC,6,구창모,"이종욱, 박민우, 이호준, 권희동, 나성범, 모창민, 김태군, 조평호, 지석훈",LG,0,류제국,"정주현, 박용택, 정성훈, 양석환, 유강남, 백창수, 채은성, 이형종, 최재원"
673,KT,7,피어밴드,"로하스, 오태곤, 하준호, 윤석민, 정현, 오정복, 이진영, 유한준, 김동욱",SK,15,박종훈,"최승준, 로맥, 노수광, 나주환, 최정, 정의윤, 김동엽, 김성현, 김재현"
674,DOOSAN,2,보우덴,"박건우, 양의지, 에반스, 정진호, 류지혁, 김재환, 민병헌, 오재원, 김민혁",SAMSUNG,3,황수범,"김성훈, 구자욱, 강한울, 권정웅, 러프, 최원제, 김헌곤, 백상원, 배영섭"
675,LOTTE,7,레일리,"전준우, 김문호, 이대호, 강민호, 번즈, 최준석, 문규현, 손아섭, 신본기",HANHWA,2,배영수,"김원석, 로사리오, 이성열, 최재훈, 오선진, 최진행, 정현석, 임익준, 최윤석"
676,NEXEN,8,밴헤켄,"서건창, 장영석, 이정후, 초이스, 고종욱, 이택근, 김하성, 채태인, 박동원",KIA,7,헥터,"이명기, 김선빈, 나지완, 안치홍, 이범호, 버나디나, 김호령, 서동욱, 김민식"
677,NC,5,맨쉽,"박민우, 권희동, 모창민, 김태군, 이종욱, 손시헌, 지석훈, 김성욱, 나성범",LG,0,임찬규,"김재율, 양석환, 박용택, 유강남, 채은성, 강승호, 안익훈, 이천웅, 이형종"
678,KT,13,고영표,"김진곤, 윤석민, 이해창, 오태곤, 정현, 로하스, 유한준, 박기혁, 남태혁",SK,5,다이아몬드,"정진기, 노수광, 최정, 정의윤, 박정권, 로맥, 나주환, 최항, 김성현"
679,DOOSAN,7,장원준,"오재일, 류지혁, 박건우, 에반스, 민병헌, 오재원, 최주환, 박세혁, 허경민",SAMSUNG,1,우규민,"김성훈, 김헌곤, 조동찬, 이현동, 구자욱, 러프, 강한울, 정병곤, 이원석"
